KAJA,2007,2,458
NATASZA,2007,2,458
ANASTAZJA,2007,2,455
MARIKA,2007,2,430
ŁUCJA,2007,2,428
MATYLDA,2007,2,419
KARINA,2007,2,409
SYLWIA,2007,2,409
JESSICA,2007,2,399
ELIZA,2007,2,385
URSZULA,2007,2,378
JULITA,2007,2,361
HELENA,2007,2,351
TATIANA,2007,2,331
DAGMARA,2007,2,320
ANIELA,2007,2,316
MARLENA,2007,2,302
KALINA,2007,2,297
DOROTA,2007,2,284
LIDIA,2007,2,282
MARIANNA,2007,2,271
ANITA,2007,2,269
LILIANA,2007,2,267
NELA,2007,2,241
ANDŻELIKA,2007,2,239
KLARA,2007,2,234
WANESSA,2007,2,229
JUDYTA,2007,2,220
OTYLIA,2007,2,216
ANETA,2007,2,213
PAULA,2007,2,204
RÓŻA,2007,2,201
ROZALIA,2007,2,199
SONIA,2007,2,194
MAGDA,2007,2,193
DIANA,2007,2,190
JULIA,2008,2,17349
WIKTORIA,2008,2,11005
ZUZANNA,2008,2,10702
MAJA,2008,2,9705
OLIWIA,2008,2,9522
NATALIA,2008,2,8594
AMELIA,2008,2,7485
ALEKSANDRA,2008,2,7133
NIKOLA,2008,2,5562
MARTYNA,2008,2,5242
WERONIKA,2008,2,5019
ANNA,2008,2,4605
ZOFIA,2008,2,4378
EMILIA,2008,2,4213
KAROLINA,2008,2,4003
GABRIELA,2008,2,3504
MARIA,2008,2,3458
PATRYCJA,2008,2,3445
ALICJA,2008,2,3391
HANNA,2008,2,3326
KINGA,2008,2,3209
LENA,2008,2,3209
MAGDALENA,2008,2,2976
KLAUDIA,2008,2,2817
PAULINA,2008,2,2763
DOMINIKA,2008,2,2501
NADIA,2008,2,2416
MILENA,2008,2,2339
MARTA,2008,2,2314
KATARZYNA,2008,2,2125
AGATA,2008,2,2049
ANTONINA,2008,2,1849
LAURA,2008,2,1716
ROKSANA,2008,2,1606
MAŁGORZATA,2008,2,1587
MICHALINA,2008,2,1499
DARIA,2008,2,1464
JOANNA,2008,2,1456
SANDRA,2008,2,1328
KAMILA,2008,2,1319
KORNELIA,2008,2,1259
JAGODA,2008,2,1143
IGA,2008,2,1072
IZABELA,2008,2,978
OLGA,2008,2,936
NINA,2008,2,898
JUSTYNA,2008,2,894
NICOLA,2008,2,848
MARCELINA,2008,2,840
POLA,2008,2,804
MALWINA,2008,2,744
SARA,2008,2,740
AGNIESZKA,2008,2,739
BARBARA,2008,2,737
MONIKA,2008,2,724
OLIVIA,2008,2,694
EWA,2008,2,671
BLANKA,2008,2,650
NATASZA,2008,2,610
ANGELIKA,2008,2,593
ŁUCJA,2008,2,586
NICOLE,2008,2,554
ANASTAZJA,2008,2,547
MATYLDA,2008,2,535
VANESSA,2008,2,533
KARINA,2008,2,518
VICTORIA,2008,2,504
ADRIANNA,2008,2,501
KAJA,2008,2,495
LILIANA,2008,2,482
ELIZA,2008,2,469
MARIKA,2008,2,457
HELENA,2008,2,455
EWELINA,2008,2,442
URSZULA,2008,2,419
JESSICA,2008,2,390
JULITA,2008,2,380
SYLWIA,2008,2,380
KALINA,2008,2,375
MARLENA,2008,2,335
DAGMARA,2008,2,315
ANIELA,2008,2,311
JUDYTA,2008,2,306
DOROTA,2008,2,302
LIDIA,2008,2,298
KLARA,2008,2,291
TATIANA,2008,2,289
ANITA,2008,2,266
MARIANNA,2008,2,262
RÓŻA,2008,2,255
LIWIA,2008,2,216
SONIA,2008,2,216
ROZALIA,2008,2,213
MAYA,2008,2,210
ANETA,2008,2,199
DIANA,2008,2,193
WANESSA,2008,2,192
AURELIA,2008,2,189
BIANKA,2008,2,186
NELA,2008,2,181
JULIA,2009,2,15939
MAJA,2009,2,11705
ZUZANNA,2009,2,10600
WIKTORIA,2009,2,9359
OLIWIA,2009,2,8592
AMELIA,2009,2,7942
NATALIA,2009,2,7629
ALEKSANDRA,2009,2,6856
LENA,2009,2,5797
NIKOLA,2009,2,5477
ZOFIA,2009,2,5182
MARTYNA,2009,2,5035
WERONIKA,2009,2,4460
EMILIA,2009,2,4390
ANNA,2009,2,4327
MAGDALENA,2009,2,4065
HANNA,2009,2,3962
KAROLINA,2009,2,3880
GABRIELA,2009,2,3774
ALICJA,2009,2,3410
MARIA,2009,2,3269
NADIA,2009,2,3135
KINGA,2009,2,2907
PAULINA,2009,2,2776
PATRYCJA,2009,2,2671
MILENA,2009,2,2669
KLAUDIA,2009,2,2551
AGATA,2009,2,2232
LAURA,2009,2,2179
MARTA,2009,2,2104
DOMINIKA,2009,2,1978
KATARZYNA,2009,2,1958
ANTONINA,2009,2,1950
MAŁGORZATA,2009,2,1631
MICHALINA,2009,2,1621
DARIA,2009,2,1436
ROKSANA,2009,2,1394
KORNELIA,2009,2,1377
JOANNA,2009,2,1314
IGA,2009,2,1212
KAMILA,2009,2,1209
SANDRA,2009,2,1153
NINA,2009,2,1122
JAGODA,2009,2,1119
IZABELA,2009,2,1062
POLA,2009,2,924
BARBARA,2009,2,901
MALWINA,2009,2,886
BLANKA,2009,2,859
JUSTYNA,2009,2,845
EWA,2009,2,839
OLGA,2009,2,811
SARA,2009,2,796
MARCELINA,2009,2,790
NICOLA,2009,2,786
KAJA,2009,2,712
AGNIESZKA,2009,2,704
NATASZA,2009,2,698
LILIANA,2009,2,684
OLIVIA,2009,2,663
MONIKA,2009,2,662
ŁUCJA,2009,2,661
VANESSA,2009,2,659
HELENA,2009,2,602
ANASTAZJA,2009,2,592
MATYLDA,2009,2,551
KARINA,2009,2,547
ELIZA,2009,2,542
KALINA,2009,2,537
ADRIANNA,2009,2,524
URSZULA,2009,2,485
VICTORIA,2009,2,475
MARIKA,2009,2,470
ANGELIKA,2009,2,460
EWELINA,2009,2,456
JULITA,2009,2,426
DOROTA,2009,2,422
JESSICA,2009,2,372
LIDIA,2009,2,370
NICOLE,2009,2,370
KLARA,2009,2,348
ANIELA,2009,2,346
MARLENA,2009,2,338
DAGMARA,2009,2,311
SYLWIA,2009,2,311
RÓŻA,2009,2,289
LILIANNA,2009,2,269
MARIANNA,2009,2,260
ANITA,2009,2,252
BIANKA,2009,2,245
JUDYTA,2009,2,240
SONIA,2009,2,224
TATIANA,2009,2,222
LIWIA,2009,2,220
WANESSA,2009,2,219
AURELIA,2009,2,216
MAYA,2009,2,214
ROZALIA,2009,2,210
PAULA,2009,2,207
MAGDA,2009,2,189
JULIA,2010,2,15345
MAJA,2010,2,12286
ZUZANNA,2010,2,10206
LENA,2010,2,8592
WIKTORIA,2010,2,7822
AMELIA,2010,2,7565
OLIWIA,2010,2,7175
ALEKSANDRA,2010,2,7107
NATALIA,2010,2,6991
ZOFIA,2010,2,5231
NIKOLA,2010,2,4782
MARTYNA,2010,2,4689
EMILIA,2010,2,4401
HANNA,2010,2,4290
ALICJA,2010,2,4225
ANNA,2010,2,4141
GABRIELA,2010,2,3796
WERONIKA,2010,2,3736
MARIA,2010,2,3724
MAGDALENA,2010,2,3534
KAROLINA,2010,2,3504
NADIA,2010,2,3354
MILENA,2010,2,2950
LAURA,2010,2,2434
PAULINA,2010,2,2393
PATRYCJA,2010,2,2244
KINGA,2010,2,2189
AGATA,2010,2,2166
MARTA,2010,2,2055
ANTONINA,2010,2,2053
KLAUDIA,2010,2,2000
KATARZYNA,2010,2,1863
DOMINIKA,2010,2,1773
MAŁGORZATA,2010,2,1659
MICHALINA,2010,2,1634
DARIA,2010,2,1366
KORNELIA,2010,2,1361
JOANNA,2010,2,1341
JAGODA,2010,2,1294
IGA,2010,2,1260
BARBARA,2010,2,1235
NINA,2010,2,1170
BLANKA,2010,2,1106
ROKSANA,2010,2,1088
SANDRA,2010,2,1067
KAMILA,2010,2,1053
IZABELA,2010,2,1019
POLA,2010,2,992
EWA,2010,2,989
LILIANA,2010,2,927
NATASZA,2010,2,852
JUSTYNA,2010,2,846
HELENA,2010,2,825
OLGA,2010,2,806
MALWINA,2010,2,805
MARCELINA,2010,2,787
ŁUCJA,2010,2,780
KAJA,2010,2,742
SARA,2010,2,715
NICOLA,2010,2,668
KALINA,2010,2,640
OLIVIA,2010,2,631
MATYLDA,2010,2,608
AGNIESZKA,2010,2,581
ANASTAZJA,2010,2,580
MONIKA,2010,2,554
URSZULA,2010,2,551
ELIZA,2010,2,547
ADRIANNA,2010,2,544
VANESSA,2010,2,540
DOROTA,2010,2,486
KLARA,2010,2,479
KARINA,2010,2,471
MARIKA,2010,2,436
VICTORIA,2010,2,429
JULITA,2010,2,388
EWELINA,2010,2,380
LILIANNA,2010,2,376
ANIELA,2010,2,367
LIDIA,2010,2,367
NICOLE,2010,2,342
ANGELIKA,2010,2,333
JESSICA,2010,2,332
RÓŻA,2010,2,320
MARLENA,2010,2,316
DAGMARA,2010,2,315
LIWIA,2010,2,266
ANITA,2010,2,257
SONIA,2010,2,251
MAYA,2010,2,250
JUDYTA,2010,2,246
MARIANNA,2010,2,238
ROZALIA,2010,2,232
SYLWIA,2010,2,231
AURELIA,2010,2,225
BIANKA,2010,2,210
TATIANA,2010,2,193
JULIANNA,2010,2,182
ADA,2010,2,181
NELA,2010,2,173
JULIA,2011,2,13673
MAJA,2011,2,11092
LENA,2011,2,10167
ZUZANNA,2011,2,9237
WIKTORIA,2011,2,7261
AMELIA,2011,2,6897
ALEKSANDRA,2011,2,6496
OLIWIA,2011,2,6392
NATALIA,2011,2,6339
ZOFIA,2011,2,5051
HANNA,2011,2,4732
ALICJA,2011,2,4399
EMILIA,2011,2,4165
NIKOLA,2011,2,4110
MARTYNA,2011,2,3941
ANNA,2011,2,3899
MARIA,2011,2,3829
GABRIELA,2011,2,3575
NADIA,2011,2,3280
WERONIKA,2011,2,3101
KAROLINA,2011,2,3001
MILENA,2011,2,2969
MAGDALENA,2011,2,2892
LAURA,2011,2,2685
ANTONINA,2011,2,2320
PAULINA,2011,2,2036
AGATA,2011,2,1959
PATRYCJA,2011,2,1953
MARTA,2011,2,1820
KINGA,2011,2,1739
MICHALINA,2011,2,1736
KLAUDIA,2011,2,1614
KATARZYNA,2011,2,1603
MAŁGORZATA,2011,2,1498
DOMINIKA,2011,2,1421
NINA,2011,2,1387
KORNELIA,2011,2,1314
JOANNA,2011,2,1239
POLA,2011,2,1218
IGA,2011,2,1212
BARBARA,2011,2,1210
JAGODA,2011,2,1187
LILIANA,2011,2,1159
BLANKA,2011,2,1045
IZABELA,2011,2,1008
HELENA,2011,2,1005
EWA,2011,2,977
DARIA,2011,2,960
KAMILA,2011,2,953
ROKSANA,2011,2,925
MARCELINA,2011,2,869
SANDRA,2011,2,846
ŁUCJA,2011,2,833
KAJA,2011,2,775
NATASZA,2011,2,766
OLGA,2011,2,736
MALWINA,2011,2,732
JUSTYNA,2011,2,725
SARA,2011,2,696
KALINA,2011,2,695
ANASTAZJA,2011,2,565
MATYLDA,2011,2,558
ADRIANNA,2011,2,544
ELIZA,2011,2,534
KLARA,2011,2,518
OLIVIA,2011,2,515
MONIKA,2011,2,510
NICOLA,2011,2,493
AGNIESZKA,2011,2,491
URSZULA,2011,2,490
VANESSA,2011,2,489
KARINA,2011,2,474
MARIKA,2011,2,456
DOROTA,2011,2,438
LIDIA,2011,2,398
LILIANNA,2011,2,393
VICTORIA,2011,2,378
ANIELA,2011,2,367
EWELINA,2011,2,328
JULITA,2011,2,326
MARLENA,2011,2,303
RÓŻA,2011,2,297
ANGELIKA,2011,2,287
JESSICA,2011,2,285
ROZALIA,2011,2,271
DAGMARA,2011,2,267
MARIANNA,2011,2,263
LIWIA,2011,2,258
BIANKA,2011,2,244
NELA,2011,2,240
NICOLE,2011,2,239
SONIA,2011,2,237
AURELIA,2011,2,229
ADA,2011,2,228
MAYA,2011,2,210
ANITA,2011,2,203
JUDYTA,2011,2,197
ELENA,2011,2,190
SYLWIA,2011,2,182
MAGDA,2011,2,173
JULIA,2012,2,14083
LENA,2012,2,11945
MAJA,2012,2,10232
ZUZANNA,2012,2,8858
WIKTORIA,2012,2,6877
AMELIA,2012,2,6657
OLIWIA,2012,2,6266
ALEKSANDRA,2012,2,6007
NATALIA,2012,2,5854
ZOFIA,2012,2,5559
HANNA,2012,2,5285
ALICJA,2012,2,4377
EMILIA,2012,2,4068
NIKOLA,2012,2,3879
MARIA,2012,2,3864
ANNA,2012,2,3794
GABRIELA,2012,2,3441
MARTYNA,2012,2,3396
NADIA,2012,2,3272
MILENA,2012,2,3089
MAGDALENA,2012,2,2928
KAROLINA,2012,2,2765
WERONIKA,2012,2,2743
LAURA,2012,2,2625
ANTONINA,2012,2,2330
AGATA,2012,2,1903
POLA,2012,2,1898
KORNELIA,2012,2,1807
PAULINA,2012,2,1738
KINGA,2012,2,1672
PATRYCJA,2012,2,1627
MARTA,2012,2,1537
MICHALINA,2012,2,1505
NINA,2012,2,1485
IGA,2012,2,1422
MAŁGORZATA,2012,2,1404
KLAUDIA,2012,2,1391
KATARZYNA,2012,2,1367
JOANNA,2012,2,1352
LILIANA,2012,2,1344
JAGODA,2012,2,1343
DOMINIKA,2012,2,1230
BARBARA,2012,2,1210
BLANKA,2012,2,1092
HELENA,2012,2,1072
MARCELINA,2012,2,1030
IZABELA,2012,2,1005
KAJA,2012,2,1001
EWA,2012,2,959
ŁUCJA,2012,2,884
DARIA,2012,2,821
SANDRA,2012,2,809
KAMILA,2012,2,805
MALWINA,2012,2,732
SARA,2012,2,718
KALINA,2012,2,712
OLGA,2012,2,700
ROKSANA,2012,2,686
NATASZA,2012,2,654
ANASTAZJA,2012,2,595
KLARA,2012,2,590
MATYLDA,2012,2,572
JUSTYNA,2012,2,569
ELIZA,2012,2,541
URSZULA,2012,2,541
ADRIANNA,2012,2,499
OLIVIA,2012,2,493
ANIELA,2012,2,463
AGNIESZKA,2012,2,457
NICOLA,2012,2,457
MONIKA,2012,2,435
LILIANNA,2012,2,431
MARIKA,2012,2,427
LIDIA,2012,2,421
DOROTA,2012,2,418
VANESSA,2012,2,392
KARINA,2012,2,376
RÓŻA,2012,2,368
VICTORIA,2012,2,350
MARIANNA,2012,2,338
MARLENA,2012,2,323
LIWIA,2012,2,317
ROZALIA,2012,2,305
ADA,2012,2,293
AURELIA,2012,2,288
NELA,2012,2,287
DAGMARA,2012,2,275
JULITA,2012,2,271
SONIA,2012,2,265
BIANKA,2012,2,259
ANGELIKA,2012,2,254
ANITA,2012,2,244
NICOLE,2012,2,237
EWELINA,2012,2,230
JESSICA,2012,2,226
ELENA,2012,2,208
SYLWIA,2012,2,207
TATIANA,2012,2,196
MAYA,2012,2,183
DIANA,2012,2,178
LENA,2013,2,11165
JULIA,2013,2,10890
ZUZANNA,2013,2,9480
MAJA,2013,2,9085
ZOFIA,2013,2,6600
AMELIA,2013,2,6212
HANNA,2013,2,6134
ALEKSANDRA,2013,2,5944
WIKTORIA,2013,2,5928
NATALIA,2013,2,5422
OLIWIA,2013,2,5390
ALICJA,2013,2,4768
NIKOLA,2013,2,4183
MARIA,2013,2,3841
EMILIA,2013,2,3692
ANNA,2013,2,3632
NADIA,2013,2,3107
GABRIELA,2013,2,2996
MARTYNA,2013,2,2928
ANTONINA,2013,2,2854
MILENA,2013,2,2694
MAGDALENA,2013,2,2471
LAURA,2013,2,2396
WERONIKA,2013,2,2242
KAROLINA,2013,2,2182
POLA,2013,2,2038
AGATA,2013,2,1878
KORNELIA,2013,2,1851
LILIANA,2013,2,1730
IGA,2013,2,1504
NINA,2013,2,1462
MICHALINA,2013,2,1444
PAULINA,2013,2,1439
PATRYCJA,2013,2,1426
KINGA,2013,2,1413
JAGODA,2013,2,1330
MARTA,2013,2,1316
KATARZYNA,2013,2,1229
JOANNA,2013,2,1216
MAŁGORZATA,2013,2,1184
HELENA,2013,2,1169
KLAUDIA,2013,2,1148
BARBARA,2013,2,1074
KAJA,2013,2,1043
DOMINIKA,2013,2,1028
BLANKA,2013,2,1001
MARCELINA,2013,2,991
IZABELA,2013,2,924
EWA,2013,2,826
ŁUCJA,2013,2,800
KAMILA,2013,2,697
DARIA,2013,2,694
ANASTAZJA,2013,2,684
SARA,2013,2,678
KALINA,2013,2,642
SANDRA,2013,2,639
OLGA,2013,2,635
KLARA,2013,2,625
MALWINA,2013,2,577
NATASZA,2013,2,563
ROKSANA,2013,2,556
MATYLDA,2013,2,546
LILIANNA,2013,2,521
ELIZA,2013,2,520
URSZULA,2013,2,516
JUSTYNA,2013,2,464
ADRIANNA,2013,2,451
ANIELA,2013,2,450
NICOLA,2013,2,425
NELA,2013,2,423
LIDIA,2013,2,422
DOROTA,2013,2,414
RÓŻA,2013,2,403
MARIKA,2013,2,401
LIWIA,2013,2,379
KARINA,2013,2,372
MONIKA,2013,2,364
AGNIESZKA,2013,2,358
OLIVIA,2013,2,350
ROZALIA,2013,2,321
VANESSA,2013,2,321
MARIANNA,2013,2,320
MARLENA,2013,2,294
AURELIA,2013,2,273
INGA,2013,2,268
VICTORIA,2013,2,266
BIANKA,2013,2,255
ADA,2013,2,251
JULITA,2013,2,239
EWELINA,2013,2,237
DAGMARA,2013,2,226
ANITA,2013,2,205
SONIA,2013,2,192
ELENA,2013,2,189
JESSICA,2013,2,176
DIANA,2013,2,174
SYLWIA,2013,2,172
MIA,2013,2,164
NICOLE,2013,2,158
ELŻBIETA,2013,2,156
LENA,2014,2,9642
ZUZANNA,2014,2,8856
JULIA,2014,2,8572
MAJA,2014,2,8055
ZOFIA,2014,2,6733
HANNA,2014,2,6407
ALEKSANDRA,2014,2,5935
AMELIA,2014,2,5586
NATALIA,2014,2,5205
WIKTORIA,2014,2,5149
ALICJA,2014,2,4932
OLIWIA,2014,2,4807
NIKOLA,2014,2,3969
MARIA,2014,2,3719
EMILIA,2014,2,3604
ANNA,2014,2,3265
NADIA,2014,2,3103
ANTONINA,2014,2,2953
GABRIELA,2014,2,2808
MARTYNA,2014,2,2719
LILIANA,2014,2,2543
MILENA,2014,2,2463
LAURA,2014,2,2261
POLA,2014,2,2224
MAGDALENA,2014,2,2175
KAROLINA,2014,2,2004
KORNELIA,2014,2,1942
WERONIKA,2014,2,1855
AGATA,2014,2,1812
IGA,2014,2,1729
JAGODA,2014,2,1572
NINA,2014,2,1471
BARBARA,2014,2,1432
MICHALINA,2014,2,1428
KINGA,2014,2,1344
HELENA,2014,2,1334
PAULINA,2014,2,1332
MARCELINA,2014,2,1216
MARTA,2014,2,1150
PATRYCJA,2014,2,1133
MAŁGORZATA,2014,2,1106
KATARZYNA,2014,2,1095
KLAUDIA,2014,2,1021
ŁUCJA,2014,2,952
JOANNA,2014,2,949
BLANKA,2014,2,928
KAJA,2014,2,918
IZABELA,2014,2,875
DOMINIKA,2014,2,866
EWA,2014,2,755
KLARA,2014,2,716
ANASTAZJA,2014,2,682
NELA,2014,2,660
LILIANNA,2014,2,649
SARA,2014,2,625
OLGA,2014,2,623
KALINA,2014,2,611
KAMILA,2014,2,608
DARIA,2014,2,562
MALWINA,2014,2,532
SANDRA,2014,2,532
MATYLDA,2014,2,525
ANIELA,2014,2,515
ADRIANNA,2014,2,501
URSZULA,2014,2,501
ELIZA,2014,2,493
ROKSANA,2014,2,457
NATASZA,2014,2,426
DOROTA,2014,2,406
RÓŻA,2014,2,401
JUSTYNA,2014,2,387
LIDIA,2014,2,385
MARIANNA,2014,2,381
MARIKA,2014,2,365
LIWIA,2014,2,364
AGNIESZKA,2014,2,349
KARINA,2014,2,345
ROZALIA,2014,2,332
NICOLA,2014,2,304
MONIKA,2014,2,299
VANESSA,2014,2,283
BIANKA,2014,2,282
AURELIA,2014,2,269
ADA,2014,2,257
MARLENA,2014,2,238
DAGMARA,2014,2,220
EMMA,2014,2,209
INGA,2014,2,206
ELENA,2014,2,189
OLIVIA,2014,2,189
JULITA,2014,2,185
DIANA,2014,2,176
EWELINA,2014,2,174
ANITA,2014,2,170
VICTORIA,2014,2,169
MIA,2014,2,164
APOLONIA,2014,2,151
ELŻBIETA,2014,2,147
SONIA,2014,2,145
MELANIA,2014,2,144
