ANNA,2006,4975
KAROLINA,2006,4723
KINGA,2006,3769
NIKOLA,2006,3746
PATRYCJA,2006,3731
EMILIA,2006,3603
MAGDALENA,2006,3483
KLAUDIA,2006,3277
DOMINIKA,2006,2985
ALICJA,2006,2946
PAULINA,2006,2937
ZOFIA,2006,2827
GABRIELA,2006,2780
MARIA,2006,2770
KATARZYNA,2006,2459
MARTA,2006,2416
AGATA,2006,2034
HANNA,2006,2014
JOANNA,2006,1547
MAŁGORZATA,2006,1538
LENA,2006,1512
MILENA,2006,1496
KAMILA,2006,1417
DARIA,2006,1383
SANDRA,2006,1266
ROKSANA,2006,1256
LAURA,2006,1214
NADIA,2006,1164
JUSTYNA,2006,1143
IZABELA,2006,1069
KORNELIA,2006,1058
JAGODA,2006,968
AGNIESZKA,2006,960
MONIKA,2006,851
ANTONINA,2006,832
ANGELIKA,2006,770
OLGA,2006,733
SARA,2006,730
IGA,2006,725
MALWINA,2006,710
MICHALINA,2006,704
EWA,2006,700
BARBARA,2006,687
NINA,2006,593
MARCELINA,2006,592
POLA,2006,580
EWELINA,2006,514
ANASTAZJA,2006,472
SYLWIA,2006,446
KAJA,2006,437
ADRIANNA,2006,433
OLIVIA,2006,432
KARINA,2006,428
NICOLE,2006,422
MARIKA,2006,419
ELIZA,2006,411
MATYLDA,2006,410
JULITA,2006,385
ŁUCJA,2006,374
VICTORIA,2006,372
NICOLA,2006,365
URSZULA,2006,361
DAGMARA,2006,354
JESSICA,2006,308
DOROTA,2006,302
KALINA,2006,299
VANESSA,2006,297
HELENA,2006,287
MARLENA,2006,286
LIDIA,2006,263
ANIELA,2006,254
MAGDA,2006,252
ANITA,2006,250
MARIANNA,2006,247
ANETA,2006,244
ANDŻELIKA,2006,236
BLANKA,2006,226
NATASZA,2006,223
KLARA,2006,216
RÓŻA,2006,215
LILIANA,2006,201
OTYLIA,2006,195
SONIA,2006,194
WANESSA,2006,193
TATIANA,2006,192
BEATA,2006,171
ROZALIA,2006,171
PAULA,2006,170
DIANA,2006,157
INGA,2006,156
JULIA,2007,15395
WIKTORIA,2007,11591
OLIWIA,2007,9252
ZUZANNA,2007,9119
NATALIA,2007,8678
ALEKSANDRA,2007,7658
AMELIA,2007,7231
MAJA,2007,6560
MARTYNA,2007,5813
WERONIKA,2007,5068
ANNA,2007,4700
NIKOLA,2007,4482
KAROLINA,2007,4343
EMILIA,2007,3766
ZOFIA,2007,3655
KINGA,2007,3364
PATRYCJA,2007,3343
MARIA,2007,3233
MAGDALENA,2007,3220
ALICJA,2007,3194
KLAUDIA,2007,3130
GABRIELA,2007,3107
HANNA,2007,2840
DOMINIKA,2007,2715
PAULINA,2007,2673
KATARZYNA,2007,2352
MARTA,2007,2235
LENA,2007,2119
AGATA,2007,1995
MILENA,2007,1801
NADIA,2007,1656
MAŁGORZATA,2007,1592
LAURA,2007,1426
JOANNA,2007,1407
KAMILA,2007,1384
DARIA,2007,1371
ANTONINA,2007,1357
SANDRA,2007,1356
ROKSANA,2007,1301
KORNELIA,2007,1152
JAGODA,2007,1126
JUSTYNA,2007,1023
MICHALINA,2007,1002
IZABELA,2007,939
AGNIESZKA,2007,880
MONIKA,2007,829
IGA,2007,775
MARCELINA,2007,744
SARA,2007,740
ANGELIKA,2007,720
NINA,2007,720
BARBARA,2007,712
OLGA,2007,688
NICOLA,2007,671
POLA,2007,655
OLIVIA,2007,649
EWA,2007,613
MALWINA,2007,574
VICTORIA,2007,524
BLANKA,2007,487
NICOLE,2007,472
VANESSA,2007,471
ADRIANNA,2007,458
EWELINA,2007,458
KAJA,2007,458
NATASZA,2007,458
ANASTAZJA,2007,455
MARIKA,2007,430
ŁUCJA,2007,428
MATYLDA,2007,419
KARINA,2007,409
SYLWIA,2007,409
JESSICA,2007,399
ELIZA,2007,385
URSZULA,2007,378
JULITA,2007,361
HELENA,2007,351
TATIANA,2007,331
DAGMARA,2007,320
ANIELA,2007,316
MARLENA,2007,302
KALINA,2007,297
DOROTA,2007,284
LIDIA,2007,282
MARIANNA,2007,271
ANITA,2007,269
LILIANA,2007,267
NELA,2007,241
ANDŻELIKA,2007,239
KLARA,2007,234
WANESSA,2007,229
JUDYTA,2007,220
OTYLIA,2007,216
ANETA,2007,213
PAULA,2007,204
RÓŻA,2007,201
ROZALIA,2007,199
SONIA,2007,194
MAGDA,2007,193
DIANA,2007,190
JULIA,2008,17349
WIKTORIA,2008,11005
ZUZANNA,2008,10702
MAJA,2008,9705
OLIWIA,2008,9522
NATALIA,2008,8594
AMELIA,2008,7485
ALEKSANDRA,2008,7133
NIKOLA,2008,5562
MARTYNA,2008,5242
WERONIKA,2008,5019
ANNA,2008,4605
ZOFIA,2008,4378
EMILIA,2008,4213
KAROLINA,2008,4003
GABRIELA,2008,3504
MARIA,2008,3458
PATRYCJA,2008,3445
ALICJA,2008,3391
HANNA,2008,3326
KINGA,2008,3209
LENA,2008,3209
MAGDALENA,2008,2976
KLAUDIA,2008,2817
PAULINA,2008,2763
DOMINIKA,2008,2501
NADIA,2008,2416
MILENA,2008,2339
MARTA,2008,2314
KATARZYNA,2008,2125
AGATA,2008,2049
ANTONINA,2008,1849
LAURA,2008,1716
ROKSANA,2008,1606
MAŁGORZATA,2008,1587
MICHALINA,2008,1499
DARIA,2008,1464
JOANNA,2008,1456
SANDRA,2008,1328
KAMILA,2008,1319
KORNELIA,2008,1259
JAGODA,2008,1143
IGA,2008,1072
IZABELA,2008,978
OLGA,2008,936
NINA,2008,898
JUSTYNA,2008,894
NICOLA,2008,848
MARCELINA,2008,840
POLA,2008,804
MALWINA,2008,744
SARA,2008,740
AGNIESZKA,2008,739
BARBARA,2008,737
MONIKA,2008,724
OLIVIA,2008,694
EWA,2008,671
BLANKA,2008,650
NATASZA,2008,610
ANGELIKA,2008,593
ŁUCJA,2008,586
NICOLE,2008,554
ANASTAZJA,2008,547
MATYLDA,2008,535
VANESSA,2008,533
KARINA,2008,518
VICTORIA,2008,504
ADRIANNA,2008,501
KAJA,2008,495
LILIANA,2008,482
ELIZA,2008,469
MARIKA,2008,457
HELENA,2008,455
EWELINA,2008,442
URSZULA,2008,419
JESSICA,2008,390
JULITA,2008,380
SYLWIA,2008,380
KALINA,2008,375
MARLENA,2008,335
DAGMARA,2008,315
ANIELA,2008,311
JUDYTA,2008,306
DOROTA,2008,302
LIDIA,2008,298
KLARA,2008,291
TATIANA,2008,289
ANITA,2008,266
MARIANNA,2008,262
RÓŻA,2008,255
LIWIA,2008,216
SONIA,2008,216
ROZALIA,2008,213
MAYA,2008,210
ANETA,2008,199
DIANA,2008,193
WANESSA,2008,192
AURELIA,2008,189
BIANKA,2008,186
NELA,2008,181
JULIA,2009,15939
MAJA,2009,11705
ZUZANNA,2009,10600
WIKTORIA,2009,9359
OLIWIA,2009,8592
AMELIA,2009,7942
NATALIA,2009,7629
ALEKSANDRA,2009,6856
LENA,2009,5797
NIKOLA,2009,5477
ZOFIA,2009,5182
MARTYNA,2009,5035
WERONIKA,2009,4460
EMILIA,2009,4390
ANNA,2009,4327
MAGDALENA,2009,4065
HANNA,2009,3962
KAROLINA,2009,3880
GABRIELA,2009,3774
ALICJA,2009,3410
MARIA,2009,3269
NADIA,2009,3135
KINGA,2009,2907
PAULINA,2009,2776
PATRYCJA,2009,2671
MILENA,2009,2669
KLAUDIA,2009,2551
AGATA,2009,2232
LAURA,2009,2179
MARTA,2009,2104
DOMINIKA,2009,1978
KATARZYNA,2009,1958
ANTONINA,2009,1950
MAŁGORZATA,2009,1631
MICHALINA,2009,1621
DARIA,2009,1436
ROKSANA,2009,1394
KORNELIA,2009,1377
JOANNA,2009,1314
IGA,2009,1212
KAMILA,2009,1209
SANDRA,2009,1153
NINA,2009,1122
JAGODA,2009,1119
IZABELA,2009,1062
POLA,2009,924
BARBARA,2009,901
MALWINA,2009,886
BLANKA,2009,859
JUSTYNA,2009,845
EWA,2009,839
OLGA,2009,811
SARA,2009,796
MARCELINA,2009,790
NICOLA,2009,786
KAJA,2009,712
AGNIESZKA,2009,704
NATASZA,2009,698
LILIANA,2009,684
OLIVIA,2009,663
MONIKA,2009,662
ŁUCJA,2009,661
VANESSA,2009,659
HELENA,2009,602
ANASTAZJA,2009,592
MATYLDA,2009,551
KARINA,2009,547
ELIZA,2009,542
KALINA,2009,537
ADRIANNA,2009,524
URSZULA,2009,485
VICTORIA,2009,475
MARIKA,2009,470
ANGELIKA,2009,460
EWELINA,2009,456
JULITA,2009,426
DOROTA,2009,422
JESSICA,2009,372
LIDIA,2009,370
NICOLE,2009,370
KLARA,2009,348
ANIELA,2009,346
MARLENA,2009,338
DAGMARA,2009,311
SYLWIA,2009,311
RÓŻA,2009,289
LILIANNA,2009,269
MARIANNA,2009,260
ANITA,2009,252
BIANKA,2009,245
JUDYTA,2009,240
SONIA,2009,224
TATIANA,2009,222
LIWIA,2009,220
WANESSA,2009,219
AURELIA,2009,216
MAYA,2009,214
ROZALIA,2009,210
PAULA,2009,207
MAGDA,2009,189
JULIA,2010,15345
MAJA,2010,12286
ZUZANNA,2010,10206
LENA,2010,8592
WIKTORIA,2010,7822
AMELIA,2010,7565
OLIWIA,2010,7175
ALEKSANDRA,2010,7107
NATALIA,2010,6991
ZOFIA,2010,5231
NIKOLA,2010,4782
MARTYNA,2010,4689
EMILIA,2010,4401
HANNA,2010,4290
ALICJA,2010,4225
ANNA,2010,4141
GABRIELA,2010,3796
WERONIKA,2010,3736
MARIA,2010,3724
MAGDALENA,2010,3534
KAROLINA,2010,3504
NADIA,2010,3354
MILENA,2010,2950
LAURA,2010,2434
PAULINA,2010,2393
PATRYCJA,2010,2244
KINGA,2010,2189
AGATA,2010,2166
MARTA,2010,2055
ANTONINA,2010,2053
KLAUDIA,2010,2000
KATARZYNA,2010,1863
DOMINIKA,2010,1773
MAŁGORZATA,2010,1659
MICHALINA,2010,1634
DARIA,2010,1366
KORNELIA,2010,1361
JOANNA,2010,1341
JAGODA,2010,1294
IGA,2010,1260
BARBARA,2010,1235
NINA,2010,1170
BLANKA,2010,1106
ROKSANA,2010,1088
SANDRA,2010,1067
KAMILA,2010,1053
IZABELA,2010,1019
POLA,2010,992
EWA,2010,989
LILIANA,2010,927
NATASZA,2010,852
JUSTYNA,2010,846
HELENA,2010,825
OLGA,2010,806
MALWINA,2010,805
MARCELINA,2010,787
ŁUCJA,2010,780
KAJA,2010,742
SARA,2010,715
NICOLA,2010,668
KALINA,2010,640
OLIVIA,2010,631
MATYLDA,2010,608
AGNIESZKA,2010,581
ANASTAZJA,2010,580
MONIKA,2010,554
URSZULA,2010,551
ELIZA,2010,547
ADRIANNA,2010,544
VANESSA,2010,540
DOROTA,2010,486
KLARA,2010,479
KARINA,2010,471
MARIKA,2010,436
VICTORIA,2010,429
JULITA,2010,388
EWELINA,2010,380
LILIANNA,2010,376
ANIELA,2010,367
LIDIA,2010,367
NICOLE,2010,342
ANGELIKA,2010,333
JESSICA,2010,332
RÓŻA,2010,320
MARLENA,2010,316
DAGMARA,2010,315
LIWIA,2010,266
ANITA,2010,257
SONIA,2010,251
MAYA,2010,250
JUDYTA,2010,246
MARIANNA,2010,238
ROZALIA,2010,232
SYLWIA,2010,231
AURELIA,2010,225
BIANKA,2010,210
TATIANA,2010,193
JULIANNA,2010,182
ADA,2010,181
NELA,2010,173
JULIA,2011,13673
MAJA,2011,11092
LENA,2011,10167
ZUZANNA,2011,9237
WIKTORIA,2011,7261
AMELIA,2011,6897
ALEKSANDRA,2011,6496
OLIWIA,2011,6392
NATALIA,2011,6339
ZOFIA,2011,5051
HANNA,2011,4732
ALICJA,2011,4399
EMILIA,2011,4165
NIKOLA,2011,4110
MARTYNA,2011,3941
ANNA,2011,3899
MARIA,2011,3829
GABRIELA,2011,3575
NADIA,2011,3280
WERONIKA,2011,3101
KAROLINA,2011,3001
MILENA,2011,2969
MAGDALENA,2011,2892
LAURA,2011,2685
ANTONINA,2011,2320
PAULINA,2011,2036
AGATA,2011,1959
PATRYCJA,2011,1953
MARTA,2011,1820
KINGA,2011,1739
MICHALINA,2011,1736
KLAUDIA,2011,1614
KATARZYNA,2011,1603
MAŁGORZATA,2011,1498
DOMINIKA,2011,1421
NINA,2011,1387
KORNELIA,2011,1314
JOANNA,2011,1239
POLA,2011,1218
IGA,2011,1212
BARBARA,2011,1210
JAGODA,2011,1187
LILIANA,2011,1159
BLANKA,2011,1045
IZABELA,2011,1008
HELENA,2011,1005
EWA,2011,977
DARIA,2011,960
KAMILA,2011,953
ROKSANA,2011,925
MARCELINA,2011,869
SANDRA,2011,846
ŁUCJA,2011,833
KAJA,2011,775
NATASZA,2011,766
OLGA,2011,736
MALWINA,2011,732
JUSTYNA,2011,725
SARA,2011,696
KALINA,2011,695
ANASTAZJA,2011,565
MATYLDA,2011,558
ADRIANNA,2011,544
ELIZA,2011,534
KLARA,2011,518
OLIVIA,2011,515
MONIKA,2011,510
NICOLA,2011,493
AGNIESZKA,2011,491
URSZULA,2011,490
VANESSA,2011,489
KARINA,2011,474
MARIKA,2011,456
DOROTA,2011,438
LIDIA,2011,398
LILIANNA,2011,393
VICTORIA,2011,378
ANIELA,2011,367
EWELINA,2011,328
JULITA,2011,326
MARLENA,2011,303
RÓŻA,2011,297
ANGELIKA,2011,287
JESSICA,2011,285
ROZALIA,2011,271
DAGMARA,2011,267
MARIANNA,2011,263
LIWIA,2011,258
BIANKA,2011,244
NELA,2011,240
NICOLE,2011,239
SONIA,2011,237
AURELIA,2011,229
ADA,2011,228
MAYA,2011,210
ANITA,2011,203
JUDYTA,2011,197
ELENA,2011,190
SYLWIA,2011,182
MAGDA,2011,173
JULIA,2012,14083
LENA,2012,11945
MAJA,2012,10232
ZUZANNA,2012,8858
WIKTORIA,2012,6877
AMELIA,2012,6657
OLIWIA,2012,6266
ALEKSANDRA,2012,6007
NATALIA,2012,5854
ZOFIA,2012,5559
HANNA,2012,5285
ALICJA,2012,4377
EMILIA,2012,4068
NIKOLA,2012,3879
MARIA,2012,3864
ANNA,2012,3794
GABRIELA,2012,3441
MARTYNA,2012,3396
NADIA,2012,3272
MILENA,2012,3089
MAGDALENA,2012,2928
KAROLINA,2012,2765
WERONIKA,2012,2743
LAURA,2012,2625
ANTONINA,2012,2330
AGATA,2012,1903
POLA,2012,1898
KORNELIA,2012,1807
PAULINA,2012,1738
KINGA,2012,1672
PATRYCJA,2012,1627
MARTA,2012,1537
MICHALINA,2012,1505
NINA,2012,1485
IGA,2012,1422
MAŁGORZATA,2012,1404
KLAUDIA,2012,1391
KATARZYNA,2012,1367
JOANNA,2012,1352
LILIANA,2012,1344
JAGODA,2012,1343
DOMINIKA,2012,1230
BARBARA,2012,1210
BLANKA,2012,1092
HELENA,2012,1072
MARCELINA,2012,1030
IZABELA,2012,1005
KAJA,2012,1001
EWA,2012,959
ŁUCJA,2012,884
DARIA,2012,821
SANDRA,2012,809
KAMILA,2012,805
MALWINA,2012,732
SARA,2012,718
KALINA,2012,712
OLGA,2012,700
ROKSANA,2012,686
NATASZA,2012,654
ANASTAZJA,2012,595
KLARA,2012,590
MATYLDA,2012,572
JUSTYNA,2012,569
ELIZA,2012,541
URSZULA,2012,541
ADRIANNA,2012,499
OLIVIA,2012,493
ANIELA,2012,463
AGNIESZKA,2012,457
NICOLA,2012,457
MONIKA,2012,435
LILIANNA,2012,431
MARIKA,2012,427
LIDIA,2012,421
DOROTA,2012,418
VANESSA,2012,392
KARINA,2012,376
RÓŻA,2012,368
VICTORIA,2012,350
MARIANNA,2012,338
MARLENA,2012,323
LIWIA,2012,317
ROZALIA,2012,305
ADA,2012,293
AURELIA,2012,288
NELA,2012,287
DAGMARA,2012,275
JULITA,2012,271
SONIA,2012,265
BIANKA,2012,259
ANGELIKA,2012,254
ANITA,2012,244
NICOLE,2012,237
EWELINA,2012,230
JESSICA,2012,226
ELENA,2012,208
SYLWIA,2012,207
TATIANA,2012,196
MAYA,2012,183
DIANA,2012,178
LENA,2013,11165
JULIA,2013,10890
ZUZANNA,2013,9480
MAJA,2013,9085
ZOFIA,2013,6600
AMELIA,2013,6212
HANNA,2013,6134
ALEKSANDRA,2013,5944
WIKTORIA,2013,5928
NATALIA,2013,5422
OLIWIA,2013,5390
ALICJA,2013,4768
NIKOLA,2013,4183
MARIA,2013,3841
EMILIA,2013,3692
ANNA,2013,3632
NADIA,2013,3107
GABRIELA,2013,2996
MARTYNA,2013,2928
ANTONINA,2013,2854
MILENA,2013,2694
MAGDALENA,2013,2471
LAURA,2013,2396
WERONIKA,2013,2242
KAROLINA,2013,2182
POLA,2013,2038
AGATA,2013,1878
KORNELIA,2013,1851
LILIANA,2013,1730
IGA,2013,1504
NINA,2013,1462
MICHALINA,2013,1444
PAULINA,2013,1439
PATRYCJA,2013,1426
KINGA,2013,1413
JAGODA,2013,1330
MARTA,2013,1316
KATARZYNA,2013,1229
JOANNA,2013,1216
MAŁGORZATA,2013,1184
HELENA,2013,1169
KLAUDIA,2013,1148
BARBARA,2013,1074
KAJA,2013,1043
DOMINIKA,2013,1028
BLANKA,2013,1001
MARCELINA,2013,991
IZABELA,2013,924
EWA,2013,826
ŁUCJA,2013,800
KAMILA,2013,697
DARIA,2013,694
ANASTAZJA,2013,684
SARA,2013,678
KALINA,2013,642
SANDRA,2013,639
OLGA,2013,635
KLARA,2013,625
MALWINA,2013,577
NATASZA,2013,563
ROKSANA,2013,556
MATYLDA,2013,546
LILIANNA,2013,521
ELIZA,2013,520
URSZULA,2013,516
JUSTYNA,2013,464
ADRIANNA,2013,451
ANIELA,2013,450
NICOLA,2013,425
NELA,2013,423
LIDIA,2013,422
DOROTA,2013,414
RÓŻA,2013,403
MARIKA,2013,401
LIWIA,2013,379
KARINA,2013,372
MONIKA,2013,364
AGNIESZKA,2013,358
OLIVIA,2013,350
ROZALIA,2013,321
VANESSA,2013,321
MARIANNA,2013,320
MARLENA,2013,294
AURELIA,2013,273
INGA,2013,268
VICTORIA,2013,266
BIANKA,2013,255
ADA,2013,251
JULITA,2013,239
EWELINA,2013,237
DAGMARA,2013,226
ANITA,2013,205
SONIA,2013,192
ELENA,2013,189
JESSICA,2013,176
DIANA,2013,174
SYLWIA,2013,172
MIA,2013,164
NICOLE,2013,158
ELŻBIETA,2013,156
LENA,2014,9642
ZUZANNA,2014,8856
JULIA,2014,8572
MAJA,2014,8055
ZOFIA,2014,6733
HANNA,2014,6407
ALEKSANDRA,2014,5935
AMELIA,2014,5586
NATALIA,2014,5205
WIKTORIA,2014,5149
ALICJA,2014,4932
OLIWIA,2014,4807
NIKOLA,2014,3969
MARIA,2014,3719
EMILIA,2014,3604
ANNA,2014,3265
NADIA,2014,3103
ANTONINA,2014,2953
GABRIELA,2014,2808
MARTYNA,2014,2719
LILIANA,2014,2543
MILENA,2014,2463
LAURA,2014,2261
POLA,2014,2224
MAGDALENA,2014,2175
KAROLINA,2014,2004
KORNELIA,2014,1942
WERONIKA,2014,1855
AGATA,2014,1812
IGA,2014,1729
JAGODA,2014,1572
NINA,2014,1471
BARBARA,2014,1432
MICHALINA,2014,1428
KINGA,2014,1344
HELENA,2014,1334
PAULINA,2014,1332
MARCELINA,2014,1216
MARTA,2014,1150
PATRYCJA,2014,1133
MAŁGORZATA,2014,1106
KATARZYNA,2014,1095
KLAUDIA,2014,1021
ŁUCJA,2014,952
JOANNA,2014,949
BLANKA,2014,928
KAJA,2014,918
IZABELA,2014,875
DOMINIKA,2014,866
EWA,2014,755
KLARA,2014,716
ANASTAZJA,2014,682
NELA,2014,660
LILIANNA,2014,649
SARA,2014,625
OLGA,2014,623
KALINA,2014,611
KAMILA,2014,608
DARIA,2014,562
MALWINA,2014,532
SANDRA,2014,532
MATYLDA,2014,525
ANIELA,2014,515
ADRIANNA,2014,501
URSZULA,2014,501
ELIZA,2014,493
ROKSANA,2014,457
NATASZA,2014,426
DOROTA,2014,406
RÓŻA,2014,401
JUSTYNA,2014,387
LIDIA,2014,385
MARIANNA,2014,381
MARIKA,2014,365
LIWIA,2014,364
AGNIESZKA,2014,349
KARINA,2014,345
ROZALIA,2014,332
NICOLA,2014,304
MONIKA,2014,299
VANESSA,2014,283
BIANKA,2014,282
AURELIA,2014,269
ADA,2014,257
MARLENA,2014,238
DAGMARA,2014,220
EMMA,2014,209
INGA,2014,206
ELENA,2014,189
OLIVIA,2014,189
JULITA,2014,185
DIANA,2014,176
EWELINA,2014,174
ANITA,2014,170
VICTORIA,2014,169
MIA,2014,164
APOLONIA,2014,151
ELŻBIETA,2014,147
SONIA,2014,145
MELANIA,2014,144
